strain,len,n_true
LP_J,100-500,1
LP_J,100-500,1
LP_J,500-1000,1
LP_J,1000+,1
LP_J,50-100,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,50-100,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,50-100,1
LP_J,500-1000,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,500-1000,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,500-1000,1
LP_J,100-500,1
LP_J,500-1000,1
LP_J,1000+,1
LP_J,50-100,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,50-100,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,500-1000,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,500-1000,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,500-1000,1
LP_J,1000+,1
LP_J,500-1000,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,50-100,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,500-1000,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,500-1000,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,500-1000,1
LP_J,100-500,1
LP_J,500-1000,1
LP_J,500-1000,1
LP_J,100-500,1
LP_J,500-1000,1
LP_J,500-1000,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,50-100,1
LP_J,100-500,1
LP_J,500-1000,1
LP_J,100-500,1
LP_J,50-100,1
LP_J,100-500,1
LP_J,500-1000,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,500-1000,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,500-1000,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,500-1000,1
LP_J,500-1000,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,500-1000,1
LP_J,500-1000,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,500-1000,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,50-100,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,500-1000,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,500-1000,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,500-1000,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,500-1000,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,500-1000,1
LP_J,500-1000,1
LP_J,500-1000,1
LP_J,500-1000,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,500-1000,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,500-1000,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,500-1000,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,500-1000,1
LP_J,1000+,1
LP_J,500-1000,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,500-1000,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,50-100,1
LP_J,500-1000,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,50-100,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,500-1000,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,500-1000,1
LP_J,500-1000,1
LP_J,500-1000,1
LP_J,100-500,1
LP_J,500-1000,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,500-1000,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,500-1000,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,50-100,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,50-100,1
LP_J,50-100,1
LP_J,50-100,1
LP_J,1000+,1
LP_J,500-1000,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,50-100,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,500-1000,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,500-1000,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,500-1000,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,500-1000,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,500-1000,1
LP_J,500-1000,1
LP_J,1000+,1
LP_J,50-100,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,50-100,1
LP_J,50-100,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,500-1000,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,500-1000,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,500-1000,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,500-1000,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,50-100,1
LP_J,100-500,1
LP_J,50-100,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,500-1000,1
LP_J,500-1000,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,50-100,1
LP_J,100-500,1
LP_J,50-100,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,500-1000,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,50-100,1
LP_J,100-500,1
LP_J,50-100,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,50-100,1
LP_J,50-100,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,50-100,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,1000+,1
LP_J,500-1000,1
LP_J,500-1000,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,500-1000,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,100-500,1
LP_J,500-1000,1
LP_J,100-500,1
LP_J,1000+,1
LP_J,1000+,1
