strain,len,n_true
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,50-100,1
BALB_CJ,500-1000,1
BALB_CJ,100-500,1
BALB_CJ,500-1000,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,500-1000,1
BALB_CJ,1000+,1
BALB_CJ,50-100,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,500-1000,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,500-1000,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,500-1000,1
BALB_CJ,100-500,1
BALB_CJ,500-1000,1
BALB_CJ,500-1000,1
BALB_CJ,100-500,1
BALB_CJ,500-1000,1
BALB_CJ,500-1000,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,50-100,1
BALB_CJ,100-500,1
BALB_CJ,500-1000,1
BALB_CJ,100-500,1
BALB_CJ,50-100,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,500-1000,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,500-1000,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,500-1000,1
BALB_CJ,500-1000,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,500-1000,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,500-1000,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,500-1000,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,50-100,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,500-1000,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,500-1000,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,500-1000,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,500-1000,1
BALB_CJ,500-1000,1
BALB_CJ,500-1000,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,50-100,1
BALB_CJ,100-500,1
BALB_CJ,500-1000,1
BALB_CJ,500-1000,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,500-1000,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,500-1000,1
BALB_CJ,1000+,1
BALB_CJ,500-1000,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,500-1000,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,50-100,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,50-100,1
BALB_CJ,100-500,1
BALB_CJ,500-1000,1
BALB_CJ,50-100,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,500-1000,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,500-1000,1
BALB_CJ,500-1000,1
BALB_CJ,500-1000,1
BALB_CJ,100-500,1
BALB_CJ,500-1000,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,500-1000,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,500-1000,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,50-100,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,50-100,1
BALB_CJ,50-100,1
BALB_CJ,1000+,1
BALB_CJ,500-1000,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,500-1000,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,500-1000,1
BALB_CJ,500-1000,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,50-100,1
BALB_CJ,500-1000,1
BALB_CJ,500-1000,1
BALB_CJ,50-100,1
BALB_CJ,100-500,1
BALB_CJ,50-100,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,500-1000,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,500-1000,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,500-1000,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,50-100,1
BALB_CJ,100-500,1
BALB_CJ,50-100,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,500-1000,1
BALB_CJ,500-1000,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,500-1000,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,500-1000,1
BALB_CJ,50-100,1
BALB_CJ,100-500,1
BALB_CJ,50-100,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,50-100,1
BALB_CJ,50-100,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,50-100,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,500-1000,1
BALB_CJ,500-1000,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,500-1000,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,500-1000,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,100-500,1
BALB_CJ,500-1000,1
BALB_CJ,100-500,1
BALB_CJ,1000+,1
BALB_CJ,1000+,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,50-100,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,50-100,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,50-100,1
C3H_HeJ,500-1000,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,50-100,1
C3H_HeJ,500-1000,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,50-100,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,500-1000,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,50-100,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,50-100,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,1000+,1
C3H_HeJ,50-100,1
C3H_HeJ,50-100,1
C3H_HeJ,500-1000,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,50-100,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,50-100,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,50-100,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,500-1000,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,500-1000,1
C3H_HeJ,500-1000,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,500-1000,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,50-100,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,50-100,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,500-1000,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,500-1000,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,50-100,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,500-1000,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,500-1000,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,500-1000,1
C3H_HeJ,500-1000,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,50-100,1
C3H_HeJ,1000+,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,500-1000,1
C3H_HeJ,500-1000,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,50-100,1
C3H_HeJ,1000+,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,500-1000,1
C3H_HeJ,1000+,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,50-100,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,50-100,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,50-100,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,500-1000,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,50-100,1
C3H_HeJ,500-1000,1
C3H_HeJ,500-1000,1
C3H_HeJ,50-100,1
C3H_HeJ,100-500,1
C3H_HeJ,50-100,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,500-1000,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,500-1000,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,50-100,1
C3H_HeJ,100-500,1
C3H_HeJ,50-100,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,500-1000,1
C3H_HeJ,500-1000,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,50-100,1
C3H_HeJ,100-500,1
C3H_HeJ,50-100,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,500-1000,1
C3H_HeJ,50-100,1
C3H_HeJ,100-500,1
C3H_HeJ,50-100,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,50-100,1
C3H_HeJ,50-100,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,50-100,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,500-1000,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,100-500,1
C3H_HeJ,500-1000,1
C3H_HeJ,100-500,1
C3H_HeJ,1000+,1
C3H_HeJ,1000+,1
CBA_J,500-1000,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,500-1000,1
CBA_J,100-500,1
CBA_J,1000+,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,500-1000,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,50-100,1
CBA_J,500-1000,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,500-1000,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,500-1000,1
CBA_J,100-500,1
CBA_J,500-1000,1
CBA_J,1000+,1
CBA_J,100-500,1
CBA_J,500-1000,1
CBA_J,100-500,1
CBA_J,1000+,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,1000+,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,50-100,1
CBA_J,500-1000,1
CBA_J,500-1000,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,500-1000,1
CBA_J,1000+,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,500-1000,1
CBA_J,50-100,1
CBA_J,500-1000,1
CBA_J,1000+,1
CBA_J,1000+,1
CBA_J,1000+,1
CBA_J,1000+,1
CBA_J,1000+,1
CBA_J,100-500,1
CBA_J,1000+,1
CBA_J,1000+,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,1000+,1
CBA_J,1000+,1
CBA_J,100-500,1
CBA_J,100-500,1
CBA_J,1000+,1
CBA_J,1000+,1
CBA_J,100-500,1
CBA_J,50-100,1
CBA_J,500-1000,1
CBA_J,100-500,1
