tool,threshold,strain,nTP,nFP,nTN,n_true,nFN,sensitivity,precision,specificity,f-score,len
pindel,100,DBA_2J,40.0,11.0,1.0,91,51.0,0.43956043956043955,0.7843137254901961,0.08333333333333333,0.5633802816901408,500_1000
smoove,100,DBA_2J,39.0,20.0,8.0,91,52.0,0.42857142857142855,0.6610169491525424,0.2857142857142857,0.52,500_1000
sniffles,100,DBA_2J,14.0,2.0,1e-05,91,77.0,0.15384615384615385,0.875,4.9999750001249995e-06,0.2616822429906543,500_1000
BioGraph*,100,DBA_2J,1e-05,1e-05,1e-05,91,90.99999,1.098901098901099e-07,0.5,0.5,2.197801714768854e-07,500_1000
breakdancer,100,LP_J,33.0,14.0,3.0,70,37.0,0.4714285714285714,0.7021276595744681,0.17647058823529413,0.5641025641025642,500_1000
clever,100,LP_J,32.0,4.0,7.0,70,38.0,0.45714285714285713,0.8888888888888888,0.6363636363636364,0.6037735849056604,500_1000
delly,100,LP_J,37.0,23.0,5.0,70,33.0,0.5285714285714286,0.6166666666666667,0.17857142857142858,0.5692307692307693,500_1000
gasv,100,LP_J,20.0,171.0,1e-05,70,50.0,0.2857142857142857,0.10471204188481675,5.847952874388721e-08,0.15325670498084293,500_1000
gridss,100,LP_J,33.0,18.0,4.0,70,37.0,0.4714285714285714,0.6470588235294118,0.18181818181818182,0.5454545454545455,500_1000
indelminer,100,LP_J,3.0,4.0,1e-05,70,67.0,0.04285714285714286,0.42857142857142855,2.4999937500156254e-06,0.07792207792207792,500_1000
lumpexpress,100,LP_J,29.0,18.0,7.0,70,41.0,0.4142857142857143,0.6170212765957447,0.28,0.4957264957264958,500_1000
mistrvar,100,LP_J,1.0,1.0,1e-05,70,69.0,0.014285714285714285,0.5,9.99990000099999e-06,0.02777777777777778,500_1000
pindel,100,LP_J,29.0,10.0,1e-05,70,41.0,0.4142857142857143,0.7435897435897436,9.99999000001e-07,0.5321100917431193,500_1000
smoove,100,LP_J,29.0,12.0,7.0,70,41.0,0.4142857142857143,0.7073170731707317,0.3684210526315789,0.5225225225225225,500_1000
sniffles,100,LP_J,7.0,1.0,1e-05,70,63.0,0.1,0.875,9.99990000099999e-06,0.17948717948717952,500_1000
BioGraph*,100,LP_J,1e-05,1e-05,1e-05,70,69.99999,1.4285714285714287e-07,0.5,0.5,2.8571420408165597e-07,500_1000
breakdancer,100,CBA_J,44.0,19.0,5.0,87,43.0,0.5057471264367817,0.6984126984126984,0.20833333333333334,0.5866666666666667,500_1000
clever,100,CBA_J,44.0,5.0,8.0,87,43.0,0.5057471264367817,0.8979591836734694,0.6153846153846154,0.6470588235294119,500_1000
delly,100,CBA_J,45.0,38.0,6.0,87,42.0,0.5172413793103449,0.5421686746987951,0.13636363636363635,0.5294117647058824,500_1000
gasv,100,CBA_J,28.0,202.0,1e-05,87,59.0,0.3218390804597701,0.12173913043478261,4.9504948044309507e-08,0.17665615141955834,500_1000
gridss,100,CBA_J,37.0,22.0,7.0,87,50.0,0.42528735632183906,0.6271186440677966,0.2413793103448276,0.5068493150684932,500_1000
indelminer,100,CBA_J,3.0,5.0,1.0,87,84.0,0.034482758620689655,0.375,0.16666666666666666,0.06315789473684211,500_1000
lumpexpress,100,CBA_J,38.0,18.0,7.0,87,49.0,0.4367816091954023,0.6785714285714286,0.28,0.5314685314685316,500_1000
mistrvar,100,CBA_J,3.0,2.0,1e-05,87,84.0,0.034482758620689655,0.6,4.9999750001249995e-06,0.06521739130434784,500_1000
pindel,100,CBA_J,37.0,10.0,1.0,87,50.0,0.42528735632183906,0.7872340425531915,0.09090909090909091,0.5522388059701493,500_1000
smoove,100,CBA_J,37.0,17.0,8.0,87,50.0,0.42528735632183906,0.6851851851851852,0.32,0.524822695035461,500_1000
sniffles,100,CBA_J,11.0,1.0,1.0,87,76.0,0.12643678160919541,0.9166666666666666,0.5,0.22222222222222224,500_1000
BioGraph*,100,CBA_J,1e-05,1e-05,1e-05,87,86.99999,1.1494252873563219e-07,0.5,0.5,2.2988500462413687e-07,500_1000
